## Virus	Name	Coverage
9632893	Streptococcus phage Sfi19	0.025139359527726
149882781	Microbacterium phage Min1	0.0245194101796516
331028054	Roseobacter phage RDJL Phi 1	0.0239140382393901
725948879	Staphylococcus phage Team1	0.0233229176901227
712915691	Synechococcus phage S-CBP3	0.0221821611366902
526244466	Lactococcus phage 340	0.0216319071247711
388684650	Pseudomonas phage Lu11	0.0210946682187336
215401171	Staphylococcus phage phiSauS-IPLA88	0.0205701516187377
281416165	Vibrio phage N4	0.0200580707727634
195982531	Sputnik virophage	0.0190701006199345
431810292	Pseudomonas phage AF	0.0185936683255374
722120956	Shewanella sp. phage 1_40	0.0176745951961007
414089985	Streptomyces phage R4	0.0172314455745665
431810540	Helicobacter phage KHP30 DNA	0.0167988904894566
242345571	Streptococcus phage M102	0.01637668902916
479336462	Mycobacterium phage Butters	0.0155624092108592
176120944	Enterobacteria phage G4	0.0151698745880531
29366675	Enterobacteria phage T4	0.0147867808545867
327409390	Brochothrix phage BL3	0.0140480568583839
28876316	Streptococcus prophage 315.4	0.0136920086163506
13559823	Enterobacteria phage HK620	0.0133445651146229
530545284	Mycobacterium phage Muddy	0.0130055285576289
563448535	Pseudomonas phage PAK_P1	0.0126747054624167
472437437	Bacillus cereus bacteriophage vB_BceM_Bc431v3	0.01235190656974
563398432	Mycobacterium phage HanShotFirst	0.0120369467568721
194303197	Mycobacterium phage Phaedrus	0.0117296449521151
9634155	Enterobacteria phage HK97	0.010851935886036
418487144	Synechococcus phage metaG-MbCM1	0.0105735335175388
557308055	Staphylococcus phage YMC_09_04_R1988	0.0103019416867818
21716072	Lactococcus phage ul36	0.0100370019240734
526244872	Staphylococcus phage SA13	0.0097785592572672
66395588	Staphylococcus phage 3A	0.00952646213876704
203457352	Mycobacterium phage Rizal	0.00928056237396806
543171494	Propionibacterium phage Enoki	0.00904071505110669
725949806	Shigella phage Shf125875	0.00880677847249371
418489681	Salmonella phage RE-2010	0.00857861408710472
82700933	Pseudomonas phage EL	0.00835608642450289
9632857	Pseudoalteromonas phage PM2	0.00813906303006927
23455823	Vibrio phage fs1	0.00792741440151637
414088861	Caulobacter phage CcrRogue	0.00772101392666116
428782376	Enterobacteria phage HK225	0.00751973782243405
472343184	Prochlorococcus phage P-SSP3	0.00732346507510073
19718349	Propionibacterium phage B5	0.00713207738167432
38229112	Pseudomonas phage D3112	0.00694545909249554
109521437	Mycobacterium phage Wildcat	0.00676349715495907
509141026	Mycobacterium phage WIVsmall	0.00658608105836456
691326850	Ralstonia phage RSY1 DNA	0.00641310277987125
332672294	Vibrio phage CTX chromosome I	0.00624445673153547
118725053	Staphylococcus phage phiNM3	0.00608003970841063
304360949	Mycobacterium phage LeBron	0.00591975083768968
52221121	Vibrio phage KSF-1phi	0.00576349152887044
444475874	Streptococcus phage TP-J34	0.0056111654249244
195546701	Pseudomonas phage PT2	0.00546267835445012
345461107	Salmonella phage 7-11	0.00531793828479254
423261909	Salinivibrio phage CW02	0.00517685527610992
89155211	Pseudomonas phage M6	0.00503934143637035
422934421	Enterobacteria phage ime09	0.00490531087726035
109391846	Mycobacterium phage Orion	0.00477467967098797
514231471	Rhizobium phage RR1-A	0.00464736580796358
557307474	Vibrio phage VPUSM 8	0.00452328915534145
311992750	Acinetobacter phage Acj61	0.00440237141640579
47566140	Gokushovirinae Fen672_31	0.00428453609078501
33770508	Yersinia phage PY54	0.00416970843547844
358356850	Gordonia phage GTE7	0.00405781542667986
431809857	Burkholderia phage BcepMigl	0.00394878572238257
472341743	Sulfitobacter phage pCB2047-C	0.00384254962575105
508180789	Mycobacterium phage Phaux	0.00373903904924432
414087577	Enterobacteria phage vB_EcoP_ACG-C91	0.00363818747947666
461475022	Staphylococcus phage 812	0.00353992994280133
526244816	Lactococcus phage BM13	0.00344420297160349
197261417	Pseudomonas phage LMA2	0.00335094457128841
414089586	Caulobacter phage CcrSwift	0.00326009418795171
722142241	Idiomarinaceae phage Phi1M2-2	0.00317159267671817
9630525	Methanobacterium phage psiM2	0.00308538227073639
9630464	Bacteriophage N15	0.00300140655081631
565323596	Ralstonia phage RSM1	0.00291961041569727
41179287	Lactobacillus prophage Lj928	0.00283994005293415
28173057	Acinetobacter phage AP205	0.0027623429103897
429216174	Klebsiella phage KP36	0.002686767668321
29565743	Staphylococcus phage phiP68	0.00261316421204872
228860932	Enterobacteria phage RB51	0.00254148360519739
326536151	Acinetobacter phage 133	0.00247167806349584
66391451	Enterobacteria phage RB43	0.00240370092912655
725950579	Ralstonia phage RS603 DNA	0.00233750664561322
359802358	Gordonia phage GRU1	0.00227305073323596
56692568	Pseudomonas phage B3	0.00221028976496367
9626232	Enterobacteria phage Ike	0.00214918134289338
712912224	Lactobacillus phage Ld17	0.00208968407518657
81343928	Enterobacteria phage RTP	0.00203175755349263
448245173	Xanthomonas citri phage CP2 DNA	0.00197536233084969
326633040	Salmonella phage Vi06	0.00192045990005354
9625366	Pseudomonas phage Pf1	0.00186701267248518
712915916	Shewanella sp. phage 1_44	0.00181498395738787
157311189	Mycobacterium phage Tweety	0.00176433794158485
331027904	Synechococcus phage S-CBS2	0.0017150396696288
48697401	Actinoplanes phage phiAsp2	0.00166705502437449
530546138	Mycobacterium phage Trouble	0.00162035070796608
508178429	Mycobacterium phage Fishburne	0.00157489422323086
72257064	Burkholderia cenocepacia phage BcepB1A	0.00153065385547122
330858444	Shigella phage Shfl1	0.00148759865464676
182637477	Lactococcus phage 1706	0.00144569841793894
17313217	Pseudomonas phage phiCTX	0.00140492367269021
77020137	Bacillus phage Gamma	0.00136524565971045
384519756	Enterococcus phage EF62phi	0.00132663631694293
422937620	Vibrio phage pVp-1	0.00128906826348287
460042257	Pelagibacter phage HTVC010P	0.00125251478394113
431809464	Bacillus phage vB_BtS_BMBtp2	0.00121694981314628
399528370	Weissella phage phiYS61	0.00118234792117806
20065797	Mycobacterium phage Bactobuster	0.0011486842987255
388570767	Acinetobacter bacteriophage AP22	0.00111593474276308
682123185	Escherichia phage vB_EcoP_PhAPEC5	0.00108407564253854
372449733	Rhodococcus phage RGL3	0.00105308396586583
401817563	Cronobacter phage phiES15	0.00102293724571703
565323637	Bacillus phage phiAGATE	0.000993613567107186
695227973	Vibrio phage phi 3	0.000965091554265906
530546233	Myobacteriophage Phelemich	0.000937350358089985
41057278	Enterobacteria phage Sf6	0.000910369643871151
460042095	Bacillus phage Curly	0.000884129579293359
17570786	Enterobacteria phage T3	0.000858610822694025
22296522	Lactobacillus phage A2	0.00083379451158377
29134936	Pseudomonas phage phiKZ	0.000809662251419329
508177859	Mycobacterium phage PegLeg	0.000786196104624377
399528633	Croceibacter phage P2559S	0.000763378579853139
712913311	Mycobacteriophage Taj	0.000741192621491745
32453484	Enterobacteria phage RB69	0.000719621599392373
31072008	Streptococcus phage C1	0.000698649298835358
89152532	Pseudomonas phage 119X	0.000678259910714495
31415816	Bacillus prophage phBC6A52	0.000658438021940887
472438181	Leuconostoc phage P793	0.000639168606060758
281415946	Mycobacterium phage ET08	0.000620437014082776
134288688	Burkholderia phage phiE12-2 chromosome	0.000602228965510459
157102936	Staphylococcus phage tp310-1	0.000584530539575397
526178379	Cellulophaga phage phi12a:1	0.000567328166667034
9635467	Vibrio phage VfO3K6	0.000550608619954898
435844340	Agrobacterium phage 7-7-1	0.000534359007199207
509139223	Salmonella phage Chi	0.000518566762745884
206599880	Mycobacterium phage Fruitloop	0.000503219639702071
157325422	Listeria phage A006	0.000488305702288336
530545941	Mycobacteriophage Velveteen	0.000473813318363811
682123018	Escherichia phage bV_EcoS_AHS24	0.000459731152120607
422935955	Bacillus phage BCD7	0.000446048156943886
530786827	Myobacteriophage Goku	0.000432753568434089
194186868	Bacillus phage phi29	0.000419836897587835
514050968	Vibrio phage pYD38-A	0.00040728792413413
399528838	Celeribacter phage P12053L	0.000395096690022543
146329912	Burkholderia phage BcepGomr	0.000383253493060108
371671341	Helicobacter phage phiHP33	0.000371748880693762
165970234	Salmonella phage BPS15Q2	0.000360573643935188
326784440	Prochlorococcus phage P-SSM7	0.000349718811425008
408905844	Propionibacterium phage P105	0.000339175643633314
167600373	Pseudomonas phage LUZ24	0.000328935627193619
526176726	Cellulophaga phage phi4:1	0.000318990469367311
310722194	Aeromonas phage phiAS4	0.000309332092635833
9630317	Enterobacteria phage Qbeta	0.000299952629417776
302393080	Mycobacterium phage Xeno	0.000290844416908211
13095891	Lactococcus prophage bIL312	0.000281999992037586
170676276	Salmonella phage E1	0.000273412086547597
472342280	Sulfitobacter phage phiCB2047-B	0.000265073622181476
418487627	Escherichia phage TL-2011b	0.000256977705986204
90592637	Clostridium phage phi CD119	0.000249117625724209
560186125	Ralstonia phage RSB3 DNA	0.000241486845392144
77020191	Bacillus phage Aurora	0.000234079000844401
109393216	Mycobacterium phage Catera	0.000226887895519074
508179165	Mycobacterium phage Murphy	0.000219907496264096
326784214	Synechococcus phage S-SSM5	0.000213131929261375
725949105	Klebsiella phage NTUH-K2044-K1-1 DNA	0.000206555476046739
526177357	Cellulophaga phage phi18:3	0.000200172569623605
