## Virus	Name	Coverage
371671341	Helicobacter phage phiHP33	0.0371493357009217
9626109	Spiroplasma phage 1-R8A2B	0.0358185396586032
192823813	Mycobacterium phage DD5	0.0345336464244016
530787625	Pseudomonas phage MPK7	0.0332931339104633
568190683	Bacillus phage Spock	0.0320955284639109
563399598	Mycobacterium phage Bruin	0.030939403390538
304360853	Mycobacterium phage CrimD	0.0298233775215148
109289936	Mannheimia phage phiMHaA1	0.0287461138219118
18138397	Halorubrum phage HF2	0.0277063180398766
408905856	Campylobacter phage CP30A	0.026702737395333
408905848	Streptomyce phage TG1	0.0257341593070963
712915531	Shewanella sp. phage 1_41	0.0247994101573356
563399370	Pseudomonas phage PAK_P4	0.0238973540923339
526244816	Lactococcus phage BM13	0.0230268918585321
422937484	Aeromonas phage vB_AsaM-56	0.0221869596728656
388570316	Staphylococcus phage TEM123	0.0213765281264295
508179584	Mycobacterium phage Dumbo	0.0205946011205352
9630327	Enterobacteria phage P2	0.0198402148342461
9633494	Enterobacteria phage Mu	0.0191124367225031
713322012	Citrobacter phage Miller	0.0184103645439757
52221121	Vibrio phage KSF-1phi	0.0177331254177988
423262043	Pectobacterium phage PP1	0.0170798749083748
215479976	Pseudomonas phage MP29	0.016449796137446
77020112	Flavobacterium phage 11b	0.0158420989226614
282599392	Pseudomonas phage LUZ7	0.0152560189418846
109302753	Mycobacterium phage 244	0.0146908169225085
281416323	Enterococcus phage phiFL1A	0.0141457778550644
712912161	Lactobacillus phage Ld25A	0.0136202102304288
229604924	Vibrio phage VP93	0.0131134452999557
282599175	Shigella phage phiSboM-AG3	0.0126248363578737
155370093	Escherichia phage phiV10	0.0121537580453125
472341521	Cyanophage P-RSM6	0.0116996056753339
414089586	Caulobacter phage CcrSwift	0.0112617945783643
18640469	Synechococcus phage P60	0.010839759467441
66395656	Staphylococcus phage 47	0.0104329538226987
435844340	Agrobacterium phage 7-7-1	0.010040849294541
399528838	Celeribacter phage P12053L	0.00966293512495608
182682799	Enterobacteria phage EPS7	0.00929871758644972
161617915	Enterobacteria phage phiEcoM-GJ1	0.00894771943808478
218457801	Pseudomonas phage SN	0.0086094793981292
572730610	Listeria phage LP-037	0.00828355163282924
428782724	Vibrio phage vB_VpaM_MAR	0.00796950526083742
30387453	Yersinia pestis phage phiA1122	0.00766692387283806
472339668	Rhodobacter phage RC1	0.00737540506592592
428782085	Vibrio phage vB_VpaS_MAR10	0.0070945599923057
428782011	Enterobacteria phage HK629	0.00682401292189237
30089861	Lactococcus phage 4268	0.00656340081840393
448244584	Pseudomonas phage JBD30	0.00631237292854961
418488446	Pseudomonas phage NH-4	0.0060705903839277
713322302	Enterobacteria phage RB3	0.00583772581525793
291084859	Mycobacterium phage Ardmore	0.00561346297858393
358356850	Gordonia phage GTE7	0.00539749639309148
356870736	Pediococcus phage clP1	0.00518953099019826
399528758	Salmonella phage vB_SosS_Oslo	0.0049892817735806
9633990	Yersinia phage phiYeO3-12	0.00479647348981195
255252682	Salmonella phage c341	0.00461084030929732
66391759	Streptococcus phage 2972	0.00443212551719655
167832345	Halomonas phage phiHAP-1	0.00426008121403826
9632287	Gokushovirinae Bog1183_53	0.00409446802573459
197261511	Bacillus phage IEBH	0.0039350548227152
389060373	Clostridium phage phiCP7R	0.00378161844790705
414086086	Cronobacter phage vB_CsaM_GAP161	0.00363394345329413
730977575	Flavobacterium phage Fpv11	0.00349182184479914
347750411	Burkholderia phage BcepIL02	0.00335505283523624
17736958	Pseudomonas phage phi-8 segment M	0.00322344260509145
146329912	Burkholderia phage BcepGomr	0.00309680407089398
157311004	Lactococcus phage KSY1	0.00297495666094896
460042095	Bacillus phage Curly	0.00285772609820814
514361045	Serratia phage Eta	0.0027449441900621
90592575	Lactobacillus phage KC5a	0.00263644862484341
167600442	Pseudomonas phage LUZ19	0.00253208277483635
194100467	Yersinia phage Yepe2	0.00243169550559488
356870677	Escherichia phage HK75	0.00233514099137598
330858398	Propionibacterium phage PAD20 endogenous virus	0.00224227853650153
157324960	Listeria phage A500	0.00215297240246686
77864625	Burkholderia phage Bcep176	0.00206709164061974
472342352	Vibrio phage PWH3a-P1	0.00198450993023869
66395508	Staphylococcus phage 42e	0.00190510542184423
282598847	Pseudomonas phage LIT1	0.00182876058558196
712915315	Yersinia phage vB_YenP_AP5	0.00175536206452068
327197998	Burkholderia phage KS5	0.00168480053271379
338826807	Enterobacteria phage K30	0.00161697055787624
62362363	Listonella phage phiHSIC	0.00155177046853395
338826915	Bdellovibrio phage phi1402	0.00148910222550682
82700933	Pseudomonas phage EL	0.0014288712975904
560186075	Burkholderia phage JG068	0.00137098654130538
422935575	Staphylococcus phage SA11	0.00131536008458799
460042012	Bacillus phage Andromeda	0.00126190721429807
509141289	Mycobacterium phage Chy4	0.00121054626742535
331028054	Roseobacter phage RDJL Phi 1	0.00116119852587783
282598606	Mycobacterium phage Peaches	0.00111378811473987
725949470	Bacillus phage CP-51	0.0010682419038909
195982531	Sputnik virophage	0.0010244894128786
228860932	Enterobacteria phage RB51	0.000982462718944248
392973229	Colwellia phage 9A	0.000942096368100167
423262507	Liberibacter phage SC2	0.000903327289163056
514231135	Rhizobium phage RR1-B	0.000866094710649201
414090084	Stenotrophomonas phage IME15	0.000830340080440811
38707890	Burkholderia phage phi1026b	0.000796006988135313
93007408	Streptomyces phage mu1_6	0.000763041089992119
254729462	Cyanophage PSS2	0.000731390036393993
299778956	Enterobacteria phage IME08	0.000701003401742652
428782316	Enterobacteria phage mEp460	0.000671832616710672
563398524	Mycobacterium phage Nala	0.000643830902774153
530546568	Mycobacterium phage Redno2	0.000616953208952909
530787450	Staphylococcus phage vB_SauM_Remus	0.000591156150687156
418487384	Synechococcus phage S-MbCM6	0.000566397950781883
399528962	Pseudomonas phage MP1412	0.000542638382352183
9630566	Lactococcus phage bIL170	0.000519838713704854
399498678	Streptococcus phage YMC-2011	0.00049796165509361
109289986	Aeromonas phage 25	0.00047697130728712
571798128	Bacillus phage Page	0.000456833111891027
197261417	Pseudomonas phage LMA2	0.000437513803366856
228861315	Enterobacteria phage RB14	0.000418981362692546
9629653	Lactococcus phage sk1	0.000401204972611007
194097521	Lactococcus phage bIBB29	0.000384154974414796
712915418	Synechococcus phage S-CBP1	0.000367802826216615
526120135	Flavobacterium phage 6H	0.000352121062656891
37651481	Aeromonas phage 44RR2.8t	0.000337083256001228
372217834	Cyanophage NATL2A-133	0.000322663978582006
206599880	Mycobacterium phage Fruitloop	0.000308838766539808
38640276	Bacillus phage Bam35c	0.000295584084821767
557745636	Streptococcus phage phiBHN167	0.000282877293395272
375267221	Salmonella phage SE2	0.000270696614636772
118430711	Ralstonia phage RSS1	0.000259021101856685
219681259	Erwinia phage phiEa21-4	0.000247830608922659
422935955	Bacillus phage BCD7	0.00023710576094462
543170398	Mycobacterium phage Sarfire	0.000226827925986204
530546233	Myobacteriophage Phelemich	0.000216979187768281
77118167	Enterobacteria phage K1F	0.000207542319331399
568190967	Bacillus phage Riggi	0.000198500757624982
157834972	Pseudomonas phage MP22	0.000189838578992204
17736952	Pseudomonas phage phi8 segment L	0.0001815404755204
219681191	Salmonella enterica bacteriophage SE1	0.000173591732227864
563399740	Mycobacterium phage Catalina	0.000165978205058828
374531742	Synechococcus phage S-CBS4	0.000158686299659286
472339613	Synechococcus phage S-RIP2	0.000151702950907256
372449733	Rhodococcus phage RGL3	0.000145015603171874
84662593	Xanthomonas phage OP1	0.000138612191276572
343960381	Thermus phage TMA	0.00013248112214239
15320570	Myxococcus phage Mx8	0.000126611257088224
472343131	Cyanophage SS120-1	0.000120991894765597
472437437	Bacillus cereus bacteriophage vB_BceM_Bc431v3	0.000115612754706243
327409390	Brochothrix phage BL3	0.00011046396146151
573007028	Listeria phage LP-030-2	0.000105536029313273
109521437	Mycobacterium phage Wildcat	0.000100819847536722
543171015	Mycobacterium phage Quink	9.63066661959913e-05
89155211	Pseudomonas phage M6	9.19880824542877e-05
18496886	Mycobacterium phage TM4	8.7856027380705e-05
326804500	Salmonella phage Vi01	8.3902753236555e-05
508178429	Mycobacterium phage Fishburne	8.01208212245771e-05
543171494	Propionibacterium phage Enoki	7.65030896849517e-05
563399268	Mycobacterium phage Zaka	7.30427027225695e-05
414086915	Cronobacter phage vB_CsaM_GAP32	6.97330792505266e-05
28876202	Streptococcus prophage 315.2	6.65679024353104e-05
408905837	Propionibacterium phage P1.1	6.3541109529627e-05
543171540	Propionibacterium phage PHL114L00	6.06468820792867e-05
560185957	Staphylococcus phage phiRS7	5.78796364910194e-05
392972768	Enterococcus phage BC-611	5.52340149485266e-05
168983473	Lactococcus phage asccphi28	5.27048766645057e-05
393707861	Streptococcus phage SMP	5.02872894567902e-05
460042436	Pelagibacter phage HTVC008M	4.79765216371489e-05
160693214	Corynebacterium phage BFK20	4.57680342016724e-05
223869191	Pseudomonas phage phi2954 segment S	4.36574733120493e-05
325171272	Vibrio phage ICP3	4.16406630573926e-05
9627425	Enterobacteria phage T7	3.97135984866311e-05
418488941	Pantoea phage LIMElight	3.78724389018144e-05
571797847	Lactobacillus phage phiJB	3.61135014030112e-05
712916052	Enterococcus phage EfaCPT1	3.44332546757946e-05
571798068	Lactobacillus phage phiLdb	3.28283130126176e-05
226377630	Lactobacillus phage Lb338-1	3.12954305596768e-05
281416434	Enterococcus phage phiFL4A	2.98314957811496e-05
428782376	Enterobacteria phage HK225	2.84335261329702e-05
48697070	Pseudomonas phage PaP2	2.70986629385759e-05
273810554	Sodalis phage SO-1	2.58241664593161e-05
418488631	Escherichia phage PhaxI	2.460741115247e-05
414087634	Enterobacteria phage vB_EcoS_ACG-M12	2.34458811100583e-05
242346741	Enterobacteria phage St-1	2.23371656718748e-05
29165635	Streptococcus phage DT1	2.12789552063863e-05
195661200	Lactobacillus phage Lrm1	2.02690370533737e-05
46401626	Enterobacteria phage P1	1.93052916223966e-05
526120121	Ralstonia phage RSS30 DNA	1.83856886413736e-05
372449971	Rhodococcus phage REQ3	1.75082835497652e-05
41179361	Bordetella phage BPP-1	1.66712140310425e-05
389059862	Cronobacter phage CR3	1.58726966793089e-05
423261846	Salmonella phage vB_SenS-Ent1	1.51110237951227e-05
563399082	Mycobacterium phage Bernardo	1.43845603057424e-05
332672294	Vibrio phage CTX chromosome I	1.36917408051849e-05
66395187	Staphylococcus phage 66	1.30310667096492e-05
38639923	Aeromonas phage Aeh1	1.24011035240147e-05
162290107	Staphylococcus phage phiMR11	1.18004782152763e-05
418489303	Enterobacter phage EcP1	1.12278766889243e-05
435844510	Sphingomonas phage PAU	1.06820413644196e-05
209972829	Bacillus phage SPO1	1.01617688460506e-05
526177323	Cellulophaga phage phi48:2	9.66590768559224e-06
333798163	Synechococcus phage S-CRM01	9.19335623331389e-06
118197620	Thermus phage phiYS40	8.74306057400783e-06
730984715	Shigella phage pSs-1	8.31401254482828e-06
45429984	Gokushovirinae GAIR4	7.90524783184697e-06
722120956	Shewanella sp. phage 1_40	7.51584414234244e-06
330858525	Shigella phage Shfl2	7.14491944994773e-06
557307421	Pseudomonas phage MPK6	6.79163030988514e-06
414090316	Edwardsiella phage KF-1 DNA	6.45517024161706e-06
213163898	Stenotrophomonas phage S1	6.13476817633876e-06
428782589	Enterobacterial phage mEp213	5.82968696683252e-06
66395370	Staphylococcus phage 53	5.53922195729281e-06
481019198	Cyanophage P-RSM1	5.26269961081965e-06
372217586	Nocardia phage NBR1	4.99947619236111e-06
472339958	Vibrio phage 11895-B1	4.74893650496736e-06
372450032	Rhodococcus phage REQ1	4.51049267729722e-06
408905826	Listeria phage P70	4.28358300039368e-06
338826857	Gordonia phage GTE2	4.06767081181797e-06
713322875	Dickeya phage RC-2014	3.86224342530236e-06
448245173	Xanthomonas citri phage CP2 DNA	3.66681110414975e-06
9626133	Xanthomonas phage Cf1c	3.48090607667397e-06
508177331	Mycobacterium phage Tonenili	3.30408159203783e-06
526177061	Cellulophaga phage phi18:1	3.13591101490726e-06
408905846	Propionibacterium phage ATCC29399B_C	2.97598695739864e-06
472341815	Cyanophage MED4-117	2.8239204468535e-06
45597171	Spiroplasma phage SVTS2	2.67934012802942e-06
431809796	Lactobacillus phage ATCC 8014-B1	2.54189149834906e-06
158345134	Pseudomonas phage LKA1	2.41123617490001e-06
109392353	Mycobacterium phage Cooper	2.28705119192763e-06
325170966	Vibrio phage ICP1	2.16902832761033e-06
530545183	Myobacteriophage Papyrus	2.05687345895252e-06
281416165	Vibrio phage N4	1.95030594367449e-06
509140939	Staphylococcus phage StauST398-3	1.84905802802116e-06
526244466	Lactococcus phage 340	1.75287427945258e-06
115304210	Lactococcus phage P008	1.66151104321827e-06
472342816	Cyanophage KBS-P-1A	1.57473592185619e-06
472343184	Prochlorococcus phage P-SSP3	1.49232727669314e-06
712912802	Ruegeria phage DSS3-P1	1.41407375045924e-06
148727082	Propionibacterium phage PA6	1.339773810163e-06
712915997	Synechococcus phage S-CBP4	1.2692353094065e-06
399498862	Staphylococcus phage SpaA1	1.20227506935144e-06
47835019	Burkholderia phage Bcep781	1.138718477578e-06
414089985	Streptomyces phage R4	1.07839910410695e-06
195546641	Mycobacterium phage Phrann	1.02115833388457e-06
422935796	Staphylococcus phage SMSAP5	9.66845015056467e-07
371671319	Staphylococcus phage S24-1	9.15315122383243e-07
89152532	Pseudomonas phage 119X	8.66431435175625e-07
192823901	Mycobacterium phage Jasper	8.20063229151539e-07
109302896	Pasteurella phage F108	7.76085981640674e-07
543170916	Mycobacterium phage PhrostyMug	7.34381089584803e-07
568191126	Bacillus phage Staley	6.94835599803795e-07
448260543	Klebsiella phage KP27	6.57341951018165e-07
509139383	Mycobacterium phage Chy5	6.21797727139117e-07
557308055	Staphylococcus phage YMC_09_04_R1988	5.88105421356427e-07
31044225	Enterobacteria phage BP-4795	5.56172210573115e-07
326632894	Enterobacteria phage SPC35	5.25909739753827e-07
372449800	Rhodococcus phage RRH1	4.97233915771076e-07
526003444	Salmonella phage FSL SP-058	4.70064710350114e-07
326536907	Pseudomonas phage phiIBB-PF7A	4.44325971729182e-07
48696910	Burkholderia cenocepacia phage BcepMu	4.19945244667245e-07
16798783	Listeria phage A118	3.9685359844611e-07
9791176	Chlamydia phage phiCPAR39	3.74985462528046e-07
712915472	Acinetobacter phage vB_AbaP_Acibel007	3.54278469543691e-07
29134936	Pseudomonas phage phiKZ	3.34673305298207e-07
77020114	Chlamydia phage 4	3.16113565496249e-07
481019069	Vibrio phage douglas 12A4	2.9854561889853e-07
514361032	Vibrio phage VFJ	2.81918476634399e-07
408905834	Propionibacterium phage P14.4	2.6618366740614e-07
448245045	Pseudomonas phage JBD24	2.5129511833146e-07
62362213	Enterobacteria phage ES18	2.37209041181054e-07
66391255	Staphylococcus phage Twort	2.23883823778098e-07
269838911	Pseudomonas phage phi2954 segment L	2.11279926336112e-07
48697258	Lactobacillus phage phiAT3	1.99359782520869e-07
392972710	Bacillus phage BtCS33	1.88087705030863e-07
526176726	Cellulophaga phage phi4:1	1.77429795499367e-07
83571714	Enterobacteria phage K1E	1.67353858529293e-07
461475022	Staphylococcus phage 812	1.57829319679908e-07
327198045	Burkholderia phage KL3	1.48827147232008e-07
472343459	Prochlorococcus phage P-GSP1	1.40319777565394e-07
414089228	Caulobacter phage CcrKarma	1.3228104398945e-07
215401108	Staphylococcus phage phiSauS-IPLA35	1.24686108874306e-07
460042176	Bacillus phage Finn	1.17511398936485e-07
109522567	Mycobacterium phage PLot	1.10734543539083e-07
431808936	Yersinia phage phiR1-RT	1.0433431587244e-07
713322580	Enterobacteria phage GEC-3S	9.82905768869579e-08
212671382	Kluyvera phage Kvp1	9.25842218551331e-08
345461828	Escherichia phage vB_EcoP_G7C	8.71971294451286e-08
514231471	Rhizobium phage RR1-A	8.21121131932041e-08
194303053	Mycobacterium phage Kostya	7.73128752671503e-08
371670910	Campylobacter phage CPX	7.27839624174841e-08
422934297	Bacillus phage phIS3501	6.85107240175914e-08
148727181	Xanthomonas phage Xop411	6.44792720982571e-08
27311175	Vibrio phage VHML	6.06764432860943e-08
408905836	Propionibacterium phage P101A	5.70897625592955e-08
557307365	Erwinia phage FE44	5.37074087378771e-08
422935113	Campylobacter phage CP21	5.05181816291828e-08
563398178	Mycobacterium phage Conspiracy	4.75114707528588e-08
203454602	Mycobacterium phage Myrna	4.46772255728162e-08
428781810	Enterobacteria phage mEp235	4.20059271668647e-08
27151468	Vibrio phage VpV262	3.94885612677376e-08
530546138	Mycobacterium phage Trouble	3.71165926121374e-08
414090494	Enterobacter phage IME11	3.48819405372186e-08
126010846	Vibrio phage VP882	3.27769557665987e-08
448244641	Staphylococcus phage phi7401PVL DNA	3.07943983305457e-08
327198098	Enterococcus phage EFRM31	2.89274165674448e-08
712913690	Mycobacterium phage Soto	2.71695271559952e-08
431811082	Pseudomonas phage KPP12 DNA	2.55145961298385e-08
431810292	Pseudomonas phage AF	2.3956820828476e-08
12657854	Mycobacterium phage Bxb1	2.24907127403938e-08
530786827	Myobacteriophage Goku	2.11110811962946e-08
156535141	Ralstonia phage p12J	1.98130178722223e-08
110804020	Clostridium phage phiSM101	1.85918820641809e-08
157325284	Listeria phage B054	1.74432866975809e-08
158345023	Pseudomonas phage LKD16	1.6363085036506e-08
134288739	Burkholderia phage phiE202 chromosome	1.53473580593819e-08
66396113	Staphylococcus phage 55	1.43924024691472e-08
17313217	Pseudomonas phage phiCTX	1.34947193074831e-08
326536847	Clostridium phage phiCD6356	1.26510031440456e-08
526244872	Staphylococcus phage SA13	1.185813181298e-08
298103485	Streptomyces phage phiSASD1	1.11131566702649e-08
31072008	Streptococcus phage C1	1.04132933466548e-08
85701379	Bacillus phage WBeta	9.75591297215177e-09
281416278	Klebsiella phage KP32	9.13853384905056e-09
169936017	Enterobacteria phage Fels-2	8.55881355166691e-09
33620426	Enterobacteria phage RB49	8.01454143187419e-09
482849224	Xanthomonas phage CP1 DNA	7.5036315105478e-09
695227973	Vibrio phage phi 3	7.02411573594518e-09
109392287	Mycobacterium phage Halo	6.57413759093803e-09
9634948	Chlamydia phage Chp2	6.15194603186189e-09
326782024	Prochlorococcus phage P-HM1	5.75588974255904e-09
17736965	Pseudomonas phage phi8 segment S	5.38441168796577e-09
418487627	Escherichia phage TL-2011b	5.03604395233446e-09
444475874	Streptococcus phage TP-J34	4.70940284788824e-09
194100359	Enterobacteria phage 13a	4.40318428038048e-09
206599795	Mycobacterium phage Troll4	4.11615935867606e-09
18071213	Sinorhizobium phage PBC5	3.8471702360866e-09
422935762	Helicobacter phage 1961P	3.5951261717793e-09
9626372	Enterobacteria phage phiX174 sensu lato	3.35899980113946e-09
62327085	Lactobacillus phage phiJL-1	3.13782360450237e-09
