## Virus	Name	Coverage
712912354	Bacillus phage Waukesha92	0.0590190179283974
122891714	Staphylococcus phage phiETA2	0.0556352447836802
399528962	Pseudomonas phage MP1412	0.0524397519357191
222435670	Mycobacterium phage Phlyer	0.0494223826956545
33770508	Yersinia phage PY54	0.0465735109678143
431810834	Tetrasphaera phage TJE1	0.0438840144383967
47842848	Burkholderia phage Bcep43	0.0413452490729385
408905841	Escherichia phage P13374	0.0389490248609363
326632894	Enterobacteria phage SPC35	0.0366875827487826
115304210	Lactococcus phage P008	0.0345535727048522
9791176	Chlamydia phage phiCPAR39	0.0325400328631334
225626377	Enterococcus phage EFAP-1	0.030640369694241
23455771	Lactobacillus phage phig1e	0.0288483391549874
372450032	Rhodococcus phage REQ1	0.0271580287699244
389059862	Cronobacter phage CR3	0.0255638406004018
460041934	Bacillus phage Eoghan	0.0240604750587343
418489303	Enterobacter phage EcP1	0.022642915527019
472339853	Cellulophaga phage phiST	0.0213064137420119
374531742	Synechococcus phage S-CBS4	0.0200464759092541
712913690	Mycobacterium phage Soto	0.0188588495113444
160693214	Corynebacterium phage BFK20	0.0177395107768791
327197643	Brochothrix phage A9	0.0166846527781393
148747798	Burkholderia phage phi644-2 chromosome	0.0156906741270885
31415740	Bacillus prophage phBC6A51	0.0147541682406656
30027774	Rhodothermus phage RM378	0.01387191314771
526003444	Salmonella phage FSL SP-058	0.0130408618111547
17736965	Pseudomonas phage phi8 segment S	0.0122581329403574
371671319	Staphylococcus phage S24-1	0.0115210022696193
20065963	Clostridium phage phi3626	0.0108268942800713
730984715	Shigella phage pSs-1	0.0101733743431811
46401626	Enterobacteria phage P1	0.00955814126516438
326781756	Synechococcus phage S-SM2	0.00897902021256113
435439265	Enterobacteria phage mEp237	0.00843395600017791
526177484	Cellulophaga phage phi17:1	0.00792100672348689
422935523	Erwinia phage vB_EamP-L1	0.00743833771842724
29566284	Mycobacterium phage Corndog	0.00698421583236709
56692568	Pseudomonas phage B3	0.00655700399076054
9626232	Enterobacteria phage Ike	0.00615515604477509
294661423	Klebsiella phage KP15	0.00577721188587084
431810287	Enterobacteria phage Hgal1	0.00542179281398681
371496268	Shigella phage EP23	0.00508759714663261
77999988	Lactobacillus phage Lc-Nu	0.00477339605679617
431809730	Staphylococcus phage StB20	0.00447802962816307
53869480	Streptomyces phage VWB	0.00420040311670001
414086915	Cronobacter phage vB_CsaM_GAP32	0.00393948340818654
9628600	Haemophilus phage HP1	0.00369429566178533
